#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#2,#3,#4,#5,#6,#7,#8,#9,#10
gun_12_x2_alt_germany,,305,gun_12_x2_alt,germany,,brandenburg_gun_279_x2,1.161,1.242,,0.861326443,vdt_gun_200_x2,1.6544,1.7544,,0.604448743,spee_gun_280_x2_a,0.9908,1.0581,,1.009285426,bismarck_gun_380_short_x2,0.9237,0.9828,,1.082602577,spee_gun_280_x2_a,0.9908,1.0581,,1.009285426,,,,,,,,,,
gun_12_x3_alt_germany,,305,gun_12_x3_alt,germany,,brandenburg_gun_279_x3,1.161,1.242,,0.861326443,,,,,,spee_gun_280_x3_a,0.9908,1.0581,,1.009285426,bismarck_gun_380_short_x3,0.9237,0.9828,,1.082602577,bismarck_gun_380_x3,0.8456,0.8992,,1.182592242,,,,,,,,,,
gun_13_x2_alt_germany,,330,gun_13_x2_alt,germany,,brandenburg_gun_279_x2,1.252,1.333,,0.798722045,vdt_gun_200_x2,1.7658,1.8658,,0.566315551,spee_gun_280_x2_a,1.0681,1.1354,,0.936241925,bismarck_gun_380_short_x2,0.9928,1.0519,,1.007252216,spee_gun_280_x2_a,1.0681,1.1354,,0.936241925,,,,,,,,,,
gun_13_x3_alt_germany,,330,gun_13_x3_alt,germany,,brandenburg_gun_279_x3,1.252,1.333,,0.798722045,,,,,,spee_gun_280_x3_a,1.0681,1.1354,,0.936241925,bismarck_gun_380_short_x3,0.9928,1.0519,,1.007252216,bismarck_gun_380_x3,0.9092,0.9628,,1.099868016,,,,,,,,,,
gun_14_x2_alt_germany,,356,gun_14_x2_alt,germany,,brandenburg_gun_279_x2,1.343,1.424,,0.744601638,vdt_gun_200_x2,1.8772,1.9772,,0.532708289,spee_gun_280_x2_a,1.1454,1.2127,,0.873057447,bismarck_gun_380_short_x2,1.0619,1.121,,0.941708259,spee_gun_280_x2_a,1.1454,1.2127,,0.873057447,,,,,,,,,,
gun_14_x3_alt_germany,,356,gun_14_x3_alt,germany,,brandenburg_gun_279_x3,1.343,1.424,,0.744601638,,,,,,spee_gun_280_x3_a,1.1454,1.2127,,0.873057447,bismarck_gun_380_short_x3,1.0619,1.121,,0.941708259,bismarck_gun_380_x3,0.9728,1.0264,,1.027960526,,,,,,,,,,
gun_15_x2_alt_germany,,381,gun_15_x2_alt,germany,,brandenburg_gun_279_x2,1.434,1.515,,0.69735007,vdt_gun_200_x2,1.9886,2.0886,,0.502866338,spee_gun_280_x2_a,1.2227,1.29,,0.817862108,bismarck_gun_380_x2,1.0364,1.09,,0.964878425,bismarck_gun_380_short_x2,1.131,1.1901,,0.884173298,,,,,,,,,,
gun_15_x3_alt_germany,,381,gun_15_x3_alt,germany,,brandenburg_gun_279_x3,1.434,1.515,,0.69735007,,,,,,spee_gun_280_x3_a,1.2227,1.29,,0.817862108,bismarck_gun_380_x3,1.0364,1.09,,0.964878425,bismarck_gun_380_short_x3,1.131,1.1901,,0.884173298,,,,,,,,,,
gun_16_x2_alt_germany,,406,gun_16_x2_alt,germany,,brandenburg_gun_279_x2,1.525,1.606,,0.655737705,vdt_gun_200_x2,2.1,2.2,,0.476190476,spee_gun_280_x2_a,1.3,1.3673,,0.769230769,bismarck_gun_380_x2,1.1,1.1536,,0.909090909,bismarck_gun_380_short_x2,1.2001,1.2592,,0.833263895,,,,,,,,,,
gun_16_x3_alt_germany,,406,gun_16_x3_alt,germany,,brandenburg_gun_279_x3,1.525,1.606,,0.655737705,,,,,,spee_gun_280_x3_a,1.3,1.3673,,0.769230769,bismarck_gun_380_x3,1.1,1.1536,,0.909090909,bismarck_gun_380_short_x3,1.2001,1.2592,,0.833263895,,,,,,,,,,
gun_17_x2_alt_germany,,432,gun_17_x2_alt,germany,,friedrich_gun_305_x2,1.5613,1.6376,,0.640491898,vdt_gun_280_x2,1.5641,1.6432,,0.63934531,spee_gun_280_x2_a,1.3773,1.4446,,0.72605823,bismarck_gun_380_short_x2,1.2692,1.3283,,0.787897888,bismarck_gun_380_short_x2,1.2692,1.3283,,0.787897888,,,,,,,,,,
gun_17_x3_alt_germany,,432,gun_17_x3_alt,germany,,friedrich_gun_305_x3,1.5613,1.6376,,0.640491898,vdt_gun_280_x3,1.5641,1.6432,,0.63934531,spee_gun_280_x3_a,1.3773,1.4446,,0.72605823,bismarck_gun_380_short_x3,1.2692,1.3283,,0.787897888,bismarck_gun_380_short_x3,1.2692,1.3283,,0.787897888,,,,,,,,,,
gun_18_x2_alt_germany,,457,gun_18_x2_alt,germany,,friedrich_gun_305_x2,1.6476,1.7239,,0.606943433,vdt_gun_280_x2,1.6532,1.7323,,0.604887491,spee_gun_280_x2_a,1.4546,1.5219,,0.68747422,bismarck_gun_380_short_x2,1.3383,1.3974,,0.747216618,bismarck_gun_380_short_x2,1.3383,1.3974,,0.747216618,,,,,,,,,,
gun_18_x3_alt_germany,,457,gun_18_x3_alt,germany,,friedrich_gun_305_x3,1.6476,1.7239,,0.606943433,vdt_gun_280_x3,1.6532,1.7323,,0.604887491,spee_gun_280_x3_a,1.4546,1.5219,,0.68747422,bismarck_gun_380_short_x3,1.3383,1.3974,,0.747216618,bismarck_gun_380_short_x3,1.3383,1.3974,,0.747216618,,,,,,,,,,
gun_19_x2_alt_germany,,483,gun_19_x2_alt,germany,,friedrich_gun_305_x2,1.7423,1.8214,0.95,0.573953969,vdt_gun_280_x2,1.7423,1.8214,0.95,0.573953969,spee_gun_280_x2_a,1.5319,1.5992,0.95,0.652784124,bismarck_gun_380_short_x2,1.4074,1.4665,0.95,0.710530055,bismarck_gun_380_short_x2,1.4074,1.4665,0.95,0.710530055,,,,,,,,,,
gun_19_x3_alt_germany,,483,gun_19_x3_alt,germany,,friedrich_gun_305_x3,1.7423,1.8214,0.78,0.573953969,vdt_gun_280_x3,1.7423,1.8214,0.78,0.573953969,spee_gun_280_x3_a,1.5319,1.5992,0.78,0.652784124,bismarck_gun_380_short_x3,1.4074,1.4665,0.78,0.710530055,bismarck_gun_380_short_x3,1.4074,1.4665,0.78,0.710530055,,,,,,,,,,
gun_20_x2_alt_germany,,508,gun_20_x2_alt,germany,,friedrich_gun_305_x2,1.8314,1.9105,0.85,0.546030359,vdt_gun_280_x2,1.8314,1.9105,0.85,0.546030359,spee_gun_280_x2_a,1.6092,1.6765,0.85,0.621426796,bismarck_gun_380_short_x2,1.4765,1.5356,0.85,0.677277345,bismarck_gun_380_short_x2,1.4765,1.5356,0.85,0.677277345,,,,,,,,,,
gun_20_x3_alt_germany,,508,gun_20_x3_alt,germany,,friedrich_gun_305_x3,1.8314,1.9105,0.7,0.546030359,vdt_gun_280_x3,1.8314,1.9105,0.7,0.546030359,spee_gun_280_x3_a,1.6092,1.6765,0.7,0.621426796,bismarck_gun_380_short_x3,1.4765,1.5356,0.7,0.677277345,bismarck_gun_380_short_x3,1.4765,1.5356,0.7,0.677277345,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_britain,,51,gun_2_x1_alt,britain,,small_gun_a_51_x1,1.75,1.9,0.92,0.571428571,small_gun_a_51_x1,1.75,1.9,0.92,0.571428571,cressy_gun_76_x1,1.3,1.5,0.92,0.769230769,iowa_gun_127_x1,0.71,0.8,0.92,1.408450704,iowa_gun_127_x1,0.71,0.8,0.92,1.408450704,,,,,,,,,,
gun_2_x2_alt_britain,,51,gun_2_x2_alt,britain,,,,,0.7,,,,,0.7,,,,,0.7,,richelieu_gun_120_x2,0.596,0.722,0.7,1.677852349,richelieu_gun_120_x2,0.596,0.722,0.7,1.677852349,,,,,,,,,,
gun_2_x3_alt_britain,,51,gun_2_x3_alt,britain,,,,,0.55,,,,,0.55,,,,,0.55,,richelieu_gun_120_x3,0.596,0.722,0.55,1.677852349,richelieu_gun_120_x3,0.596,0.722,0.55,1.677852349,,,,,,,,,,
gun_2_x4_alt_britain,,51,gun_2_x4_alt,britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_alt_britain,,76,gun_3_x1_alt,britain,,,,,1,,,,,1,,jap_tb_gun_76_x1,1.59,1.78,1,0.628930818,iowa_gun_127_x1,0.81,0.9,1,1.234567901,moga_gun_127_x1,1.03,1.126,1,0.970873786,,,,,,,,,,
gun_3_x2_alt_britain,,76,gun_3_x2_alt,britain,,,,,1.08,,,,,1.08,,,,,1.08,,richelieu_gun_120_x2,0.732,0.858,1.08,1.366120219,moga_gun_127_x2,1.03,1.126,1.08,0.970873786,,,,,,,,,,
gun_3_x3_alt_britain,,76,gun_3_x3_alt,britain,,,,,0.83,,,,,0.83,,,,,0.83,,richelieu_gun_120_x3,0.732,0.858,0.83,1.366120219,moga_gun_127_x3,1.03,1.126,0.83,0.970873786,,,,,,,,,,
gun_3_x4_alt_britain,,76,gun_3_x4_alt,britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_alt_britain_dd,,102,gun_4_x1_alt,britain,"tb, dd",,,,1.1,,vw_gun_120_x1,1,1.1,1.1,1,vw_gun_120_x1,1,1.1,1.1,1,vw_gun_120_x1,1,1.1,1.1,1,akizuki_gun_b_127_x1,0.646,0.7805,1.1,1.547987616,,,,,,,,,,
gun_4_x2_alt_britain_dd,,102,gun_4_x2_alt,britain,"tb, dd",,,,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,1.152073733,dreadnought_gun_178_x2,0.868,0.994,1.28,1.152073733,akizuki_gun_b_127_x2,0.646,0.7805,1.28,1.547987616,akizuki_gun_b_127_x2,0.646,0.7805,1.28,1.547987616,,,,,,,,,,
gun_4_x3_alt_britain_dd,,102,gun_4_x3_alt,britain,"tb, dd",,,,1,,dreadnought_gun_178_x3,0.868,0.994,1,1.152073733,dreadnought_gun_178_x3,0.868,0.994,1,1.152073733,akizuki_gun_b_127_x3,0.646,0.7805,1,1.547987616,akizuki_gun_b_127_x3,0.646,0.7805,1,1.547987616,,,,,,,,,,
gun_4_x1_alt_britain,,102,gun_4_x1_alt,britain,"cl, ca, bb, bc",,,,1.1,,vw_gun_120_x1,1,1.1,1.1,1,jap_tb_gun_76_x1,1.79,1.98,1.1,0.558659218,moga_gun_127_x1,1.132,1.228,1.1,0.883392226,moga_gun_127_x1,1.132,1.228,1.1,0.883392226,,,,,,,,,,
gun_4_x2_alt_britain,,102,gun_4_x2_alt,britain,"cl, ca, bb, bc",,,,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,1.152073733,dreadnought_gun_178_x2,0.868,0.994,1.28,1.152073733,qe_gun_114_x2,0.868,0.994,1.28,1.152073733,qe_gun_114_x2,0.868,0.994,1.28,1.152073733,,,,,,,,,,
gun_4_x3_alt_britain,,102,gun_4_x3_alt,britain,"cl, ca, bb, bc",,,,1,,dreadnought_gun_178_x3,0.868,0.994,1,1.152073733,dreadnought_gun_178_x3,0.868,0.994,1,1.152073733,akizuki_gun_b_127_x3,0.646,0.7805,1,1.547987616,akizuki_gun_b_127_x3,0.646,0.7805,1,1.547987616,,,,,,,,,,
gun_5_x1_alt_britain,,127,gun_5_x1_alt,britain,,,,,0.85,,,,,0.85,,,,,0.85,,hood_gun_140_x1,1.28,1.395,0.85,0.78125,hood_gun_140_x1,1.28,1.395,0.85,0.78125,,,,,,,,,,
gun_5_x2_alt_britain,,127,gun_5_x2_alt,britain,,,,,0.95,,dreadnought_gun_178_x2,1.004,1.13,0.95,0.996015936,dreadnought_gun_178_x2,1.004,1.13,0.95,0.996015936,vanguard_gun_133_x2,1.004,1.13,0.95,0.996015936,vanguard_gun_133_x2,1.004,1.13,0.95,0.996015936,,,,,,,,,,
gun_5_x3_alt_britain,,127,gun_5_x3_alt,britain,,,,,0.75,,dreadnought_gun_178_x3,1.004,1.13,0.75,0.996015936,dreadnought_gun_178_x3,1.004,1.13,0.75,0.996015936,kgeorge_gun_133_x3,0.785,0.86,0.75,1.27388535,kgeorge_gun_133_x3,0.785,0.86,0.75,1.27388535,,,,,,,,,,
gun_6_x1_alt_britain,,151,gun_6_x1_alt,britain,,,,,0.75,,vw_gun_120_x1,1.2,1.3,0.75,0.833333333,vw_gun_120_x1,1.2,1.3,0.75,0.833333333,,,,,,,,,,,,,,,,,,,,
gun_6_x2_alt_britain,,152,gun_6_x2_alt,britain,,,,,0.86,,dreadnought_gun_178_x2,1.14,1.266,0.86,0.877192982,dreadnought_gun_178_x2,1.14,1.266,0.86,0.877192982,british_adv_cruiser_152_gun_x2,0.71,0.809,0.86,1.408450704,nelson_gun_152_x2,0.918,1.0262,0.86,1.089324619,,,,,,,,,,
gun_6_x3_alt_britain,,152,gun_6_x3_alt,britain,,,,,0.66,,dreadnought_gun_178_x3,1.14,1.266,0.66,0.877192982,dreadnought_gun_178_x3,1.14,1.266,0.66,0.877192982,british_adv_cruiser_152_gun_x3,0.71,0.809,0.66,1.408450704,nelson_gun_152_x3,0.918,1.0262,0.66,1.089324619,,,,,,,,,,
gun_7_x2_alt_britain,,178,gun_7_x2_alt,britain,,irresistible_gun_305_x2,0.681,0.762,0.9,1.468428781,dreadnought_gun_178_x2,1.276,1.376,0.9,0.78369906,warrior_gun_228_x2,0.998,1.078,0.9,1.002004008,british_adv_cruiser_152_gun_x2,0.819,0.918,0.9,1.221001221,nelson_gun_152_x2,1.0362,1.1444,0.9,0.965064659,,,,,,,,,,
gun_7_x3_alt_britain,,178,gun_7_x3_alt,britain,,irresistible_gun_305_x3,0.681,0.762,0.705,1.468428781,dreadnought_gun_178_x3,1.276,1.376,0.705,0.78369906,warrior_gun_228_x3,0.998,1.078,0.705,1.002004008,british_adv_cruiser_152_gun_x3,0.819,0.918,0.705,1.221001221,nelson_gun_152_x3,1.0362,1.1444,0.705,0.965064659,,,,,,,,,,
gun_8_x2_alt_britain,,203,gun_8_x2_alt,britain,,irresistible_gun_305_x2,0.772,0.853,0.88,1.295336788,agamemnon_gun_228_x2,1.16,1.242,0.88,0.862068966,warrior_gun_228_x2,1.08,1.16,0.88,0.925925926,british_adv_cruiser_152_gun_x2,0.928,1.027,0.88,1.077586207,nelson_gun_152_x2,1.1544,1.2626,0.88,0.866250866,,,,,,,,,,
gun_8_x3_alt_britain,,203,gun_8_x3_alt,britain,,irresistible_gun_305_x3,0.772,0.853,0.69,1.295336788,agamemnon_gun_228_x3,1.16,1.242,0.69,0.862068966,warrior_gun_228_x3,1.08,1.16,0.69,0.925925926,british_adv_cruiser_152_gun_x3,0.928,1.027,0.69,1.077586207,nelson_gun_152_x3,1.1544,1.2626,0.69,0.866250866,,,,,,,,,,
gun_9_x2_alt_britain,,229,gun_9_x2_alt,britain,,irresistible_gun_305_x2,0.863,0.944,0.82,1.158748552,agamemnon_gun_228_x2,1.244,1.326,0.82,0.803858521,warrior_gun_228_x2,1.162,1.242,0.82,0.860585198,british_adv_cruiser_152_gun_x2,1.037,1.136,0.82,0.964320154,nelson_gun_152_x2,1.2726,1.3808,0.82,0.785792865,,,,,,,,,,
gun_9_x3_alt_britain,,229,gun_9_x3_alt,britain,,irresistible_gun_305_x3,0.863,0.944,0.64,1.158748552,agamemnon_gun_228_x3,1.244,1.326,0.64,0.803858521,warrior_gun_228_x3,1.162,1.242,0.64,0.860585198,british_adv_cruiser_152_gun_x3,1.037,1.136,0.64,0.964320154,nelson_gun_152_x3,1.2726,1.3808,0.64,0.785792865,,,,,,,,,,
gun_10_x2_alt_britain,,254,gun_10_x2_alt,britain,,irresistible_gun_305_x2,0.954,1.035,0.9,1.048218029,agamemnon_gun_228_x2,1.328,1.41,0.9,0.753012048,nelson_gun_406_x2,0.6908,0.754,0.9,1.447596989,kgeorge_gun_a_380_x2,0.8025,0.837,0.9,1.246105919,kgeorge_gun_a_380_x2,0.8025,0.837,0.9,1.246105919,,,,,,,,,,
gun_10_x3_alt_britain,,254,gun_10_x3_alt,britain,,irresistible_gun_305_x3,0.954,1.035,0.68,1.048218029,agamemnon_gun_228_x3,1.328,1.41,0.68,0.753012048,nelson_gun_406_x3,0.6908,0.754,0.68,1.447596989,kgeorge_gun_380_x3,0.8025,0.837,0.68,1.246105919,kgeorge_gun_380_x3,0.8025,0.837,0.68,1.246105919,,,,,,,,,,
gun_11_x2_alt_britain,,279,gun_11_x2_alt,britain,,agamemnon_gun_b_305_x2,1.045,1.126,0.82,0.956937799,agamemnon_gun_b_305_x2,1.045,1.126,0.82,0.956937799,nelson_gun_406_x2,0.759,0.8222,0.82,1.317523057,kgeorge_gun_a_380_x2,0.8375,0.88,0.82,1.194029851,kgeorge_gun_a_380_x2,0.8375,0.88,0.82,1.194029851,,,,,,,,,,
gun_11_x3_alt_britain,,279,gun_11_x3_alt,britain,,agamemnon_gun_b_305_x3,1.045,1.126,0.66,0.956937799,agamemnon_gun_b_305_x3,1.045,1.126,0.66,0.956937799,nelson_gun_406_x3,0.759,0.8222,0.66,1.317523057,kgeorge_gun_380_x3,0.8375,0.88,0.66,1.194029851,kgeorge_gun_380_x3,0.8375,0.88,0.66,1.194029851,,,,,,,,,,
gun_12_x2_alt_britain,,305,gun_12_x2_alt,britain,,agamemnon_gun_b_305_x2,1.136,1.217,0.82,0.88028169,agamemnon_gun_b_305_x2,1.136,1.217,0.82,0.88028169,nelson_gun_406_x2,0.8272,0.8904,0.82,1.208897485,kgeorge_gun_a_380_x2,0.8825,0.925,0.82,1.133144476,kgeorge_gun_a_380_x2,0.8825,0.925,0.82,1.133144476,,,,,,,,,,
gun_12_x3_alt_britain,,305,gun_12_x3_alt,britain,,agamemnon_gun_b_305_x3,1.136,1.217,0.66,0.88028169,agamemnon_gun_b_305_x3,1.136,1.217,0.66,0.88028169,nelson_gun_406_x3,0.8272,0.8904,0.66,1.208897485,kgeorge_gun_380_x3,0.8825,0.925,0.66,1.133144476,kgeorge_gun_380_x3,0.8825,0.925,0.66,1.133144476,,,,,,,,,,
gun_13_x2_alt_britain,,330,gun_13_x2_alt,britain,,agamemnon_gun_b_305_x2,1.227,1.308,0.88,0.814995925,dreadnought_gun_305_x2,1.216,1.297,0.88,0.822368421,nelson_gun_406_x2,0.8954,0.9586,0.88,1.116819299,kgeorge_gun_a_380_x2,0.9275,0.97,0.88,1.078167116,kgeorge_gun_a_380_x2,0.9275,0.97,0.88,1.078167116,,,,,,,,,,
gun_13_x3_alt_britain,,330,gun_13_x3_alt,britain,,agamemnon_gun_b_305_x3,1.227,1.308,0.705,0.814995925,dreadnought_gun_305_x3,1.216,1.297,0.705,0.822368421,nelson_gun_406_x3,0.8954,0.9586,0.705,1.116819299,kgeorge_gun_380_x3,0.9275,0.97,0.705,1.078167116,kgeorge_gun_380_x3,0.9275,0.97,0.705,1.078167116,,,,,,,,,,
gun_14_x2_alt_britain,,356,gun_14_x2_alt,britain,,agamemnon_gun_b_305_x2,1.318,1.399,0.88,0.758725341,dreadnought_gun_305_x2,1.301,1.391,0.88,0.768639508,nelson_gun_406_x2,0.9636,1.0268,0.88,1.03777501,kgeorge_gun_a_380_x2,0.9725,1.015,0.88,1.028277635,kgeorge_gun_a_380_x2,0.9725,1.015,0.88,1.028277635,,,,,,,,,,
gun_14_x3_alt_britain,,356,gun_14_x3_alt,britain,,agamemnon_gun_b_305_x3,1.318,1.399,0.705,0.758725341,dreadnought_gun_305_x3,1.301,1.391,0.705,0.768639508,nelson_gun_406_x3,0.9636,1.0268,0.705,1.03777501,kgeorge_gun_380_x3,0.9725,1.015,0.705,1.028277635,kgeorge_gun_380_x3,0.9725,1.015,0.705,1.028277635,,,,,,,,,,
gun_15_x2_alt_britain,,381,gun_15_x2_alt,britain,,agamemnon_gun_b_305_x2,1.409,1.49,0.9,0.709723208,dreadnought_gun_305_x2,1.409,1.49,0.9,0.709723208,nelson_gun_406_x2,1.0318,1.095,0.9,0.969180074,hood_gun_380_x2,1.0318,1.095,0.9,0.969180074,hood_gun_380_x2,1.0318,1.095,0.9,0.969180074,,,,,,,,,,
gun_15_x3_alt_britain,,381,gun_15_x3_alt,britain,,agamemnon_gun_b_305_x3,1.409,1.49,0.72,0.709723208,dreadnought_gun_305_x3,1.409,1.49,0.72,0.709723208,nelson_gun_406_x3,1.0318,1.095,0.72,0.969180074,hood_gun_380_x3,1.0318,1.095,0.72,0.969180074,hood_gun_380_x3,1.0318,1.095,0.72,0.969180074,,,,,,,,,,
gun_16_x2_alt_britain,,406,gun_16_x2_alt,britain,,agamemnon_gun_b_305_x2,1.5,1.581,0.93,0.666666667,hood_gun_380_x2,1.1,1.1632,0.93,0.909090909,nelson_gun_406_x2,1.1,1.1632,0.93,0.909090909,hood_gun_380_x2,1.1,1.1632,0.93,0.909090909,kgeorge_gun_a_380_x2,1.09,1.155,0.93,0.917431193,,,,,,,,,,
gun_16_x3_alt_britain,,406,gun_16_x3_alt,britain,,agamemnon_gun_b_305_x3,1.5,1.581,0.75,0.666666667,hood_gun_380_x3,1.1,1.1632,0.75,0.909090909,nelson_gun_406_x3,1.1,1.1632,0.75,0.909090909,hood_gun_380_x3,1.1,1.1632,0.75,0.909090909,kgeorge_gun_380_x3,1.09,1.155,0.75,0.917431193,,,,,,,,,,
gun_17_x2_alt_britain,,432,gun_17_x2_alt,britain,,irresistible_gun_305_x2,1.591,1.672,0.95,0.628535512,agamemnon_gun_b_305_x2,1.591,1.672,0.95,0.628535512,hood_gun_380_x2,1.1682,1.2314,0.95,0.856017805,kgeorge_gun_a_380_x2,1.159,1.219,0.95,0.86281277,kgeorge_gun_a_380_x2,1.159,1.219,0.95,0.86281277,,,,,,,,,,
gun_17_x3_alt_britain,,432,gun_17_x3_alt,britain,,irresistible_gun_305_x3,1.591,1.672,0.775,0.628535512,agamemnon_gun_b_305_x3,1.591,1.672,0.775,0.628535512,hood_gun_380_x3,1.1682,1.2314,0.775,0.856017805,kgeorge_gun_380_x3,1.159,1.219,0.775,0.86281277,kgeorge_gun_380_x3,1.159,1.219,0.775,0.86281277,,,,,,,,,,
gun_18_x2_alt_britain,,457,gun_18_x2_alt,britain,,irresistible_gun_305_x2,1.682,1.763,0.985,0.594530321,agamemnon_gun_b_305_x2,1.682,1.763,0.985,0.594530321,hood_gun_380_x2,1.2364,1.2996,0.985,0.808799741,kgeorge_gun_a_380_x2,1.22,1.285,0.985,0.819672131,kgeorge_gun_a_380_x2,1.22,1.285,0.985,0.819672131,,,,,,,,,,
gun_18_x3_alt_britain,,457,gun_18_x3_alt,britain,,irresistible_gun_305_x3,1.682,1.763,0.81,0.594530321,agamemnon_gun_b_305_x3,1.682,1.763,0.81,0.594530321,hood_gun_380_x3,1.2364,1.2996,0.81,0.808799741,kgeorge_gun_380_x3,1.22,1.285,0.81,0.819672131,kgeorge_gun_380_x3,1.22,1.285,0.81,0.819672131,,,,,,,,,,
gun_19_x2_alt_britain,,483,gun_19_x2_alt,britain,,irresistible_gun_305_x2,1.773,1.854,0.95,0.564015792,agamemnon_gun_b_305_x2,1.773,1.854,0.95,0.564015792,hood_gun_380_x2,1.3046,1.3678,0.95,0.766518473,kgeorge_gun_a_380_x2,1.286,1.356,0.95,0.777604977,kgeorge_gun_a_380_x2,1.286,1.356,0.95,0.777604977,,,,,,,,,,
gun_19_x3_alt_britain,,483,gun_19_x3_alt,britain,,irresistible_gun_305_x3,1.773,1.854,0.78,0.564015792,agamemnon_gun_b_305_x3,1.773,1.854,0.78,0.564015792,hood_gun_380_x3,1.3046,1.3678,0.78,0.766518473,kgeorge_gun_380_x3,1.286,1.356,0.78,0.777604977,kgeorge_gun_380_x3,1.286,1.356,0.78,0.777604977,,,,,,,,,,
gun_20_x2_alt_britain,,508,gun_20_x2_alt,britain,,irresistible_gun_305_x2,1.864,1.945,0.85,0.536480687,agamemnon_gun_b_305_x2,1.864,1.945,0.85,0.536480687,hood_gun_380_x2,1.3728,1.436,0.85,0.728438228,kgeorge_gun_a_380_x2,1.36,1.435,0.85,0.735294118,kgeorge_gun_a_380_x2,1.36,1.435,0.85,0.735294118,,,,,,,,,,
gun_20_x3_alt_britain,,508,gun_20_x3_alt,britain,,irresistible_gun_305_x3,1.864,1.945,0.7,0.536480687,agamemnon_gun_b_305_x3,1.864,1.945,0.7,0.536480687,hood_gun_380_x3,1.3728,1.436,0.7,0.728438228,kgeorge_gun_380_x3,1.36,1.435,0.7,0.735294118,kgeorge_gun_380_x3,1.36,1.435,0.7,0.735294118,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_japan,,51,gun_2_x1_alt,japan,,small_gun_a_51_x1,1.75,1.6,,0.571428571,small_gun_b_51_x1,1.75,1.9,,0.571428571,,,,,,atlanta_gun_28_x1,1.225,1.355,,0.816326531,atlanta_gun_28_x1,1.225,1.355,,0.816326531,,,,,,,,,,
gun_2_x2_alt_japan,,51,gun_2_x2_alt,japan,,,,,,,,,,,,,,,,,atlanta_gun_28_x2,1.225,1.355,,0.816326531,atlanta_gun_28_x2,1.225,1.355,,0.816326531,,,,,,,,,,
gun_2_x3_alt_japan,,51,gun_2_x3_alt,japan,,,,,,,,,,,,,,,,,atlanta_gun_28_x3,1.225,1.355,,0.816326531,atlanta_gun_28_x3,1.225,1.355,,0.816326531,,,,,,,,,,
gun_2_x4_alt_japan,,51,gun_2_x4_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_alt_japan,,76,gun_3_x1_alt,japan,,,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.873,0.968,,1.145475372,akizuki_gun_100_x1,0.926,1.006,,1.079913607,,,,,,,,,,
gun_3_x2_alt_japan,,76,gun_3_x2_alt,japan,,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.873,0.968,,1.145475372,akizuki_gun_100_x2,0.926,1.006,,1.079913607,,,,,,,,,,
gun_3_x3_alt_japan,,76,gun_3_x3_alt,japan,,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.873,0.968,,1.145475372,akizuki_gun_100_x3,0.926,1.006,,1.079913607,,,,,,,,,,
gun_3_x4_alt_japan,,76,gun_3_x4_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x1_alt_japan_bb,bc",,102,gun_4_x1_alt,japan,"ca, bb, bc",,,,,,,,,,,iowa_gun_127_x1,1.132,1.228,,0.883392226,moga_gun_127_x1,1.132,1.228,,0.883392226,moga_gun_127_x1,1.132,1.228,,0.883392226,,,,,,,,,,
"gun_4_x2_alt_japan_bb,bc",,102,gun_4_x2_alt,japan,"ca, bb, bc",,,,,,,,,,,iowa_gun_127_x2,1.132,1.228,,0.883392226,moga_gun_127_x2,1.132,1.228,,0.883392226,moga_gun_127_x2,1.132,1.228,,0.883392226,,,,,,,,,,
"gun_4_x3_alt_japan_bb,bc",,102,gun_4_x3_alt,japan,"ca, bb, bc",,,,,,,,,,,iowa_gun_127_x3,1.132,1.228,,0.883392226,moga_gun_127_x3,1.132,1.228,,0.883392226,moga_gun_127_x3,1.132,1.228,,0.883392226,,,,,,,,,,
gun_4_x1_alt_japan,,102,gun_4_x1_alt,japan,"tb, dd, cl",,,,,,,,,,,moga_gun_127_x1,1.112,1.212,,0.899280576,akizuki_gun_100_x1,1.018,1.098,,0.982318271,akizuki_gun_100_x1,1.018,1.098,,0.982318271,,,,,,,,,,
